Image,Entropy,EdgeDensity,Variance,Score,Label
img_62.png,7.039563179016113,0.173828125,1906.664196908474,0.7943109684863291,Not Suitable
img_16.png,7.027599334716797,0.19482421875,1556.393515586853,0.7937020582332621,Not Suitable
img_26.png,7.215599060058594,0.16650390625,1984.6454829573631,0.7823351240858555,Not Suitable
img_72.png,7.008953094482422,0.14892578125,2415.207017660141,0.7774009164204171,Not Suitable
img_78.png,6.934131145477295,0.11767578125,3117.989772796631,0.7446707512594821,Not Suitable
img_70.png,7.150906562805176,0.1474609375,2586.512293756008,0.7207147698366605,Not Suitable
img_25.png,7.309704303741455,0.17333984375,2132.6725782752037,0.7019104962278507,Not Suitable
img_76.png,7.240419387817383,0.12353515625,3348.6241711974144,0.6184661831930504,Not Suitable
img_79.png,7.097830295562744,0.12451171875,3538.087548673153,0.58534680544379,Not Suitable
img_63.png,7.3245038986206055,0.202880859375,2107.647812306881,0.5774125813146503,Not Suitable
img_64.png,7.27475118637085,0.218017578125,1918.7893080115318,0.5663501778442948,Not Suitable
img_71.png,7.2614850997924805,0.145263671875,3256.30203384161,0.5443572963982278,Not Suitable
img_69.png,7.274213790893555,0.229248046875,1831.7828195095062,0.5396282408810419,Not Suitable
img_73.png,7.262765884399414,0.117919921875,3920.4510969519615,0.4940519719108196,Not Suitable
